File,URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN m²,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
amsterdam_3.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b43e1cbc/swammerdamstraat,Apartment Swammerdamstraat 61 2,1091 RS (Weesperzijde),2550,98,3,Furnished,AVAILABLE FROM 1ST OF SEPTEMBER  | SEMI-FURNISHED | TWO BEDROOMS | BALCONY 6 m2,05-08-2022,01-09-2022,Specifics are not available,Good,325,Apartment,Existing building,1887,in a residential area,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b43e1cbc/amsterdam/amsterdam-wonen-2/request-details,2022-08-05
amsterdam_3.csv,https://www.pararius.com/apartment-for-rent/amsterdam/de03db64/hoogte-kadijk,Apartment Hoogte Kadijk 131,1018 BH (Oostelijke Eilanden/Kadijken),2750,120,3,Furnished,VIEW THE VIDEO ON THE ESTATE AGENT'S WEBSITE,05-08-2022,01-09-2022,Specifics are not available,Good,300,Apartment,Existing building,1887,Location type is not available,2,Number of bathrooms is not available,2,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/de03db64/amsterdam/oei-housing-amsterdam-expat-apartments/request-details,2022-08-05
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/e3f6cbc4/hoogte-kadijk,Apartment Hoogte Kadijk 131 hs,1018 BH (Oostelijke Eilanden/Kadijken),2750,120,3,Furnished,VIEW THE VIDEO ON THE ESTATE AGENT'S WEBSITE,22-08-2022,01-09-2022,Specifics are not available,Good,300,Apartment,Existing building,1887,Location type is not available,2,Number of bathrooms is not available,2,Details of balcony is not available,Present (47 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/e3f6cbc4/amsterdam/oei-housing-amsterdam-expat-apartments/request-details,25-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/9ccdbf87/leidsekade,Apartment Leidsekade,1017 PM (De Weteringschans),2750,66,2,Upholstered,"High-end and with great attention to the preservation of the building, this national monument has been radically renovated in the past year. A total of four beautiful apartments have been realized, all of which have a first-class view over the water of the Singelgracht.",3 weeks,Not available to book,Specifics are not available,Excellent,198,Apartment,Existing building,1888,Location type is not available,1,1,1,Present,Details of garden is not available,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/9ccdbf87/amsterdam/compass-housing-amsterdam/request-details,2022-08-03 17:22:26
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/3879be85/leidsekade,Apartment Leidsekade,1017 PM (De Weteringschans),2750,80,2,Interior is not available,Apartment for rent in Amsterdam with 1 bedroom in the De Weteringschans district.,5 weeks,consultation,Monumental building,Good,240,Apartment,Existing building,1888,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/3879be85/amsterdam/mar-j-heule/request-details,2022-08-03 17:23:25
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/d7aa1d5e/leidsekade,Apartment Leidsekade,1017 PM (De Weteringschans),2750,66,2,Interior is not available,Beautiful apartment for rent in Amsterdam with 1 bedroom in the De Weteringschans district.,5 weeks,consultation,Monumental building,Good,198,Apartment,Existing building,1888,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d7aa1d5e/amsterdam/mar-j-heule/request-details,2022-08-03 17:23:26
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/250ca669/kinkerstraat,Apartment Kinkerstraat 260 A,1053 GA (Kinkerbuurt),2750,95,4,Upholstered,This beautifully finished and unfurnished 3 bedroom apartment lies on the fantastic Kinkerstraat in the popular Old West area of the historic city of Amsterdam. ,25-08-2022,consultation,Specifics are not available,Good,247,Apartment,Existing building,1888,Location type is not available,3,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/250ca669/amsterdam/grand-relocation/request-details,25-08-2022
amsterdam_14.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a9eec1da/leidsekade,Apartment Leidsekade,1016 CZ (Jordaan),2495,105,3,Furnished,In the historic center of Amsterdam and with a wide view over the Singelgracht towards the Nassaukade we offer this spacious double ground floor house.,16-08-2022,07-09-2022,Specifics are not available,Upkeep is not available,265,Apartment,Existing building,1889,In the city centre,2,1,2,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/a9eec1da/amsterdam/people-on-the-move-expat-brokers/request-details,2022-08-17
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/fb1f6ba0/sarphatipark,Apartment Sarphatipark 62 I,1073 EA (Nieuwe Pijp),2750,96,3,Upholstered,"
Sarphatipark 62-I",27-07-2022,Not available to book,Specifics are not available,Excellent,260,Apartment,Existing building,1890,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/fb1f6ba0/amsterdam/rent-a-stone/request-details,2022-08-03 17:19:51
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/6c50b61d/sarphatipark,Apartment Sarphatipark 62 HS,1073 EA (Nieuwe Pijp),3950,135,4,Interior is not available,Sarphatipark 62-HS,20-07-2022,Not available to book,Specifics are not available,Upkeep is not available,365,Apartment,Existing building,1890,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6c50b61d/amsterdam/rent-a-stone/request-details,2022-08-03 17:21:15
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/8599601c/vondelstraat,Apartment Vondelstraat,1054 GJ (Vondelbuurt),2750,90,2,Interior is not available,"This luxurious and fully furnished apartment (90m²) with high ceilings and herringbone parquet flooring is very centrally located in a stately, quiet street near the Vondelpark.",3+ months,consultation,Specifics are not available,Excellent,310,Apartment,Existing building,1890,Location type is not available,1,Number of bathrooms is not available,1,Present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/8599601c/amsterdam/brummel-beuk-makelaars/request-details,2022-08-03 17:27:19
amsterdam_2.csv,https://www.pararius.com/house-for-rent/amsterdam/9462ab70/sarphatipark,House Sarphatipark 102 HS,1073 EC (Nieuwe Pijp),4500,160,4,Furnished,NOT FOR SHARING / NO PETS / ONLY FOR 6 MONTHS,04-08-2022,consultation,Specifics are not available,Excellent,432,House,Existing building,1890,Location type is not available,3,2,2,Present,Present (located on the south-east),Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/9462ab70/amsterdam/van-huis-uit-makelaars/request-details,2022-08-04 22:28:23
amsterdam_8.csv,https://www.pararius.com/apartment-for-rent/amsterdam/906a3363/marnixstraat,Apartment Marnixstraat 67 B,1015 VC (Jordaan),2500,100,4,Furnished,"Renovated 4 room (3 bedrooms) apartment with balcony, located in 'The Jordaan'.",10-08-2022,01-10-2022,Specifics are not available,Good,300,Apartment,Existing building,1890,Location type is not available,3,1,2,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/906a3363/amsterdam/ehr-amsterdam-2/request-details,2022-08-10
amsterdam_21.csv,https://www.pararius.com/apartment-for-rent/amsterdam/11a5971f/linnaeusstraat,Apartment Linnaeusstraat,1093 ED (Dapperbuurt),1700,56,2,Furnished,IT IS NO LONGER POSSIBLE TO SCHEDULE NEW APPOINTMENTS. VIEWS ARE FULL DUE TO THE MANY REGISTRATIONS,23-08-2022,Not available to book,Specifics are not available,Good,190,Apartment,Existing building,1890,Location type is not available,1,2,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/11a5971f/amsterdam/cityhop-real-estate-amsterdam/request-details,25-08-2022
amsterdam_29.csv,https://www.pararius.com/apartment-for-rent/amsterdam/c3760a0f/sarphatipark,Apartment Sarphatipark 62 HS,1073 EA (Nieuwe Pijp),3750,135,4,Interior is not available,Sarphatipark 62-HS,6 weeks,consultation,Specifics are not available,Upkeep is not available,365,Apartment,Existing building,1890,Location type is not available,3,1,2,Not present,"Present (90 m², located on the south)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/c3760a0f/amsterdam/rent-a-stone/request-details,2022-09-03
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/143ce3aa/nieuwe-prinsengracht,Apartment Nieuwe Prinsengracht,1018 VV (Weesperbuurt/Plantage),2800,114,4,Upholstered or furnished,NIET BESCHIKBAAR VOOR WONINGDELERS,3 weeks,Not available to book,Specifics are not available,Excellent,285,Apartment,Existing building,1891,Location type is not available,3,1,2,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/143ce3aa/amsterdam/the-rental-agency-amsterdam/request-details,2022-08-03 17:22:04
amsterdam_17.csv,https://www.pararius.com/apartment-for-rent/amsterdam/5d1c2c4a/frederik-hendrikplantsoen,Apartment Frederik Hendrikplantsoen 3 hs,1052 XN (Frederik Hendrikbuurt),2400,63,3,Upholstered or furnished,NEW FOR RENT!,19-08-2022,Not available to book,Specifics are not available,Excellent,180,Apartment,Existing building,1891,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/5d1c2c4a/amsterdam/27-huis-makelaars/request-details,21-08-2022
amsterdam_22.csv,https://www.pararius.com/apartment-for-rent/amsterdam/0239788b/govert-flinckstraat,Apartment Govert Flinckstraat 353 hs,1074 CD (Oude Pijp),2350,95,3,Upholstered,Govert Flinckstraat 353 hs,26-08-2022,07-10-2022,Specifics are not available,Excellent,289,Apartment,Existing building,1891,Location type is not available,2,1,2,Not present,"Present (12 m², located on the north)",Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0239788b/amsterdam/jlg-real-estate/request-details,26-08-2022
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/3b1f954e/eerste-van-swindenstraat,Apartment Eerste Van Swindenstraat 76 L,1093 GH (Dapperbuurt),2250,58,3,Interior is not available,Elegant living in a completely renovated high-end apartment (approx. 58m2) in the bustling Dapperbuurt.,25-07-2022,Not available to book,Specifics are not available,Excellent,145,Apartment,Existing building,1892,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3b1f954e/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-03 17:20:29
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b88041f6/eerste-van-swindenstraat,Apartment Eerste Van Swindenstraat 76 K,1093 GH (Dapperbuurt),2250,64,3,Interior is not available,Elegant living in a completely renovated high-end apartment (approx. 64m2) in the bustling Dapperbuurt.,25-07-2022,Not available to book,Specifics are not available,Excellent,160,Apartment,Existing building,1892,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b88041f6/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-03 17:20:30
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/0dfa7a8d/eerste-van-swindenstraat,Apartment Eerste Van Swindenstraat 76 C,1093 GH (Dapperbuurt),2250,60,3,Interior is not available,Elegant living in a completely renovated high-end apartment (approx. 60m2) in the bustling Dapperbuurt.,25-07-2022,Not available to book,Specifics are not available,Excellent,150,Apartment,Existing building,1892,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/0dfa7a8d/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-03 17:20:33
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/63714fb9/eerste-van-swindenstraat,Apartment Eerste Van Swindenstraat 76 H,1093 GH (Dapperbuurt),2250,59,3,Interior is not available,Elegant living in a completely renovated high-end apartment (approx. 59m2) in the bustling Dapperbuurt.,04-08-2022,Not available to book,Specifics are not available,Excellent,148,Apartment,Existing building,1892,Location type is not available,2,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/63714fb9/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-04 22:28:40
amsterdam_2.csv,https://www.pararius.com/apartment-for-rent/amsterdam/25420ed0/eerste-van-swindenstraat,Apartment Eerste Van Swindenstraat 76 D,1093 GH (Dapperbuurt),1750,48,2,Shell,Living in the vibrant Dapperbuurt! Beautiful high-end renovated apartment (approx. 48m2) in one of the nicest areas of,03-08-2022,Not available to book,Specifics are not available,Excellent,120,Apartment,Existing building,1892,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/25420ed0/amsterdam/vastgoed-unie-makelaardij/request-details,2022-08-04 22:28:58
amsterdam_13.csv,https://www.pararius.com/apartment-for-rent/amsterdam/b50a2379/van-baerlestraat,Apartment Van Baerlestraat 72 D,1071 BA (Museumkwartier),3500,150,3,Upholstered,Spacious apartment with balcony for rent in Amsterdam with 2 bedrooms in the Museumkwartier district.,14-08-2022,consultation,Specifics are not available,Excellent,513,Apartment,Existing building,1892,Location type is not available,2,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b50a2379/amsterdam/apollo-makelaardij/request-details,2022-08-15
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/df867a8e/roemer-visscherstraat,Apartment Roemer Visscherstraat 14 2,1054 EX (Vondelbuurt),2950,79,3,Furnished,Stylishly finished and furnished luxury apartment of approx. 80 m2 with balcony and 2 bedrooms located in the special Roemer Visscherstraat in Amsterdam.,29-07-2022,01-09-2022,Specifics are not available,Good,260,Apartment,Existing building,1893,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/df867a8e/amsterdam/parker-williams-real-estate-services/request-details,2022-08-03 17:19:25
amsterdam_4.csv,https://www.pararius.com/apartment-for-rent/amsterdam/000d497e/tweede-van-swindenstraat,Apartment Tweede van Swindenstraat 190 I,1093 XA (Dapperbuurt),1550,42,2,Upholstered,Renovated and well-maintained 2-room apartment of approximately 42 m² on the first floor located in Amsterdam East around the corner from the Dappermarket. The apartment includes a storage room of approximately 5 m² located on the attic floor. The house is currently rented out and will be delivered empty.,06-08-2022,Not available to book,Protected townscape,Good,101,Apartment,Existing building,1893,Location type is not available,1,1,1,Not present,Not present,Present,Box,Yes,https://www.pararius.com/contact/000d497e/amsterdam/brinkborgh-makelaardij/request-details,2022-08-06
amsterdam_24.csv,https://www.pararius.com/apartment-for-rent/amsterdam/7e80fd55/ceintuurbaan,Apartment Ceintuurbaan,1072 GB (Oude Pijp),1800,72,3,Interior is not available,"Ceintuurbaan 147-I is a very attractive and bright apartment with an excellent floor plan containing two bedrooms, well equipped new kitchen, new sanitary facilities, two balconies and double glazing. This beautiful and completely renovated apartment is conveniently located in the heart of the popular quarter De Pijp in the South part of Amsterdam. Sarphatipark, shopping, cozy bars, great dining, Museum Square and Amsterdam nightlife are all just steps from your door. Public transport is in front of your apartment and brings you in no time to the Central Station, major Business Districts and Schiphol Airport. Enjoy this great apartment in a lively and popular neighborhood.   ",27-08-2022,consultation,Specifics are not available,Excellent,222,Apartment,Existing building,1894,Location type is not available,2,1,1,Present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/7e80fd55/amsterdam/ramon-mossel-makelaardij-amsterdam-2/request-details,29-08-2022
amsterdam_24.csv,https://www.pararius.com/apartment-for-rent/amsterdam/517c4396/alexander-boersstraat,Apartment Alexander Boersstraat 31 I,1071 KV (Museumkwartier),2500,61,2,Upholstered or furnished,Very luxurious apartment of approx. 61 m² with a nice balcony.,27-08-2022,19-10-2022,Specifics are not available,Excellent,200,Apartment,Existing building,1895,in a residential area,1,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/517c4396/amsterdam/ter-haar-makelaars-b-v/request-details,29-08-2022
amsterdam_28.csv,https://www.pararius.com/apartment-for-rent/amsterdam/e5ee6637/eerste-helmersstraat,Apartment Eerste Helmersstraat 121 1,1054 DN (Helmersbuurt),2250,80,2,Furnished,Bright spacious apartment in the popular Helmersbuurt!,01-09-2022,09-09-2022,Specifics are not available,Good,225,Apartment,Existing building,1895,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e5ee6637/amsterdam/parker-williams-real-estate-services/request-details,2022-09-02
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/acef39ca/jacob-van-lennepkade,Apartment Jacob van Lennepkade 65 III,1054 ZH (Helmersbuurt),3400,127,4,Furnished,"Nice 3-bedroom apartement, which will be delivered fully furnished. ",29-07-2022,12-09-2022,Specifics are not available,Upkeep is not available,350,Apartment,Existing building,1896,Location type is not available,3,1,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/acef39ca/amsterdam/amsterdam-housing/request-details,2022-08-03 17:19:13
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/2a85d68d/eerste-egelantiersdwarsstraat,Apartment Eerste Egelantiersdwarsstraat,1015 RW (Jordaan),2175,46,2,Interior is not available,"Ultimate living, in the highly sought after and trendy Jordaan! Then this is your chance! We offer this beautiful rental house which has recently been completely renovated. Everything has been thought of. The house is completely removed from the gas and the apartment has a new kitchen and bathroom. The underfloor heating makes the apartment complete. ",3+ months,Not available to book,Specifics are not available,Excellent,138,Apartment,Existing building,1896,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2a85d68d/amsterdam/jansen-smit-makelaars-taxateurs/request-details,2022-08-03 17:25:18
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/19958a0b/overtoom,Apartment Overtoom 114 2,1054 HM (Helmersbuurt),1750,45,2,Furnished,"
",25-07-2022,Not available to book,Specifics are not available,Upkeep is not available,100,Apartment,Existing building,1896,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/19958a0b/amsterdam/the-rental-agency-amsterdam/request-details,2022-08-03 17:26:11
amsterdam_6.csv,https://www.pararius.com/apartment-for-rent/amsterdam/62637442/jacob-van-lennepkade,Apartment Jacob van Lennepkade 65 3,1054 ZH (Helmersbuurt),3300,127,4,Furnished,"Nice 3-bedroom apartement, which will be delivered fully furnished.",08-08-2022,12-09-2022,Specifics are not available,Upkeep is not available,350,Apartment,Existing building,1896,Location type is not available,3,1,3,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/62637442/amsterdam/amsterdam-housing/request-details,2022-08-08
amsterdam_17.csv,https://www.pararius.com/apartment-for-rent/amsterdam/86195084/nicolaas-beetsstraat,Apartment Nicolaas Beetsstraat 55 B,1053 RJ (Kinkerbuurt),1525,44,2,Furnished,"Nicolaas Beetsstraat, Amsterdam / Oud-West € 1525,- excl. G/W/E / € 1650,- incl. G/W/E",19-08-2022,01-09-2022,Specifics are not available,Good,119,Apartment,Existing building,1896,Location type is not available,1,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/86195084/amsterdam/koops-makelaardij-amsterdam/request-details,21-08-2022
amsterdam_6.csv,https://www.pararius.com/apartment-for-rent/amsterdam/45726fec/cornelis-schuytstraat,Apartment Cornelis Schuytstraat 10 1,1071 JH (Museumkwartier),2650,65,3,Upholstered,"Charming, upholstered 3-room apartment (approx. 65 m2) with spacious roof terrace, completely renovated while retaining original elements such as a fireplace, ornaments on the ceiling, located in the Cornelis Schuystraat; in the heart of Amsterdam Oud-Zuid, within walking distance of the Museum Quarter and the beautiful Vondelpark. The lively mix of traditional local shops, exclusive boutiques, cozy cafes and attractive restaurants makes ""De Schuyt"" one of the most beautiful and popular locations in Amsterdam.",08-08-2022,01-09-2022,Specifics are not available,Excellent,162,Apartment,Existing building,1897,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/45726fec/amsterdam/van-huis-uit-makelaars/request-details,2022-08-08
amsterdam_7.csv,https://www.pararius.com/apartment-for-rent/amsterdam/a417d264/nicolaas-witsenkade,Apartment Nicolaas Witsenkade,1017 ZS (De Weteringschans),7950,200,6,Furnished,"Nicolaas Witsenstraat/Amsterdam (approx. 200 m2) € 7950,- excl. G/W/E",09-08-2022,01-10-2022,Specifics are not available,Excellent,540,Apartment,Existing building,1897,Location type is not available,4,2,2,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/a417d264/amsterdam/koops-makelaardij-amsterdam-2/request-details,2022-08-09
amsterdam_10.csv,https://www.pararius.com/apartment-for-rent/amsterdam/20e7b5b1/cornelis-schuytstraat,Apartment Cornelis Schuytstraat 10 A,1071 JH (Museumkwartier),2650,65,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Amsterdam with 2 bedrooms in the Museumkwartier district.,11-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,162,Apartment,Existing building,1897,Location type is not available,2,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/20e7b5b1/amsterdam/amsterhomes/request-details,2022-08-12
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/4dce539f/ceintuurbaan,Apartment Ceintuurbaan 231 1,1074 CW (Oude Pijp),2950,93,3,Furnished,"Excellent, fully insulated home with two bathrooms, three toilets, balcony, roof deck, terrace and garden study on central location between the Amstel river and the Sarphatipark.",3 weeks,Not available to book,Specifics are not available,Excellent,265,Apartment,Existing building,1898,Location type is not available,2,2,2,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4dce539f/amsterdam/amsterdam-beautiful-property-rental/request-details,2022-08-03 17:22:11
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/062f8183/van-t-hofflaan,Apartment Van 't Hofflaan 16 hs,1097 EP (Frankendael),2995,103,4,Upholstered,"This high-end ground floor apartment on two levels with a living area of approx. 103 m2 has been thoroughly renovated under the supervision of an interior architect. No effort or expense has been spared in the refurbishment, in which high-spec, sustainable materials were used. ",4 weeks,consultation,Specifics are not available,Excellent,348,Apartment,Existing building,1898,Location type is not available,3,2,2,Not present,Details of garden is not available,Present,Inpandig,Yes,https://www.pararius.com/contact/062f8183/amsterdam/de-graaf-groot-makelaars/request-details,2022-08-03 17:22:59
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/d2a0cffb/gietersstraat,Apartment Gietersstraat 33 B,1015 HB (Jordaan),3300,100,2,Furnished,"This amazingly bright, well equipped and beautifully decorated apartment, around 100m2, is situated on a super (quiet) location in the heart of the popular Jordaan. The property is set in an old characteristic former factory and is therefore very stylish. All the spaces have high ceilings, wide windows all around and beautiful light.",5 weeks,Not available to book,Monumental building,Excellent,320,Apartment,Existing building,1898,Location type is not available,1,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/d2a0cffb/amsterdam/amsterdam-beautiful-property-rental/request-details,2022-08-03 17:23:17
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/9a1fd965/johannes-verhulststraat,Apartment Johannes Verhulststraat 47 HS,1071 MS (Museumkwartier),9700,250,7,Upholstered,NEW FOR RENT,2 weeks,Not available to book,Specifics are not available,Excellent,680,Apartment,Existing building,1899,On a quiet road,6,2,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9a1fd965/amsterdam/27-huis-makelaars/request-details,2022-08-03 17:21:42
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/2cb31a89/wilhelminastraat,Apartment Wilhelminastraat 29 2,1054 VV (Helmersbuurt),2000,53,2,Upholstered or furnished,NEW FOR RENT!,6 weeks,consultation,Specifics are not available,Upkeep is not available,150,Apartment,Existing building,1899,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/2cb31a89/amsterdam/27-huis-makelaars/request-details,2022-08-03 17:27:04
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/ccd12f90/tweede-jan-steenstraat,Apartment Tweede Jan Steenstraat 44 B,1074 CP (Oude Pijp),2000,55,3,Upholstered,"PLEASE RESPOND BY E-MAIL, TELEPHONE REQUESTS WILL NOT BE PROCESSED.",02-08-2022,01-09-2022,Specifics are not available,Excellent,149,Apartment,Existing building,1900,Location type is not available,2,Number of bathrooms is not available,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ccd12f90/amsterdam/van-huis-uit-makelaars/request-details,2022-08-03 17:18:17
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/7b237157/kanaalstraat,Apartment Kanaalstraat 114 4,1054 XM (Overtoomse Sluis),1800,50,2,Furnished,"PLEASE RESPOND BY MAIL, TELEPHONE REQUESTS WILL NOT BE PROCESSED.",02-08-2022,05-09-2022,Specifics are not available,Excellent,135,Apartment,Existing building,1900,Location type is not available,1,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/7b237157/amsterdam/van-huis-uit-makelaars/request-details,2022-08-03 17:18:38
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/3b0ac50b/tussen-meer,Apartment Tussen Meer 164,1069 DV (Osdorp-Midden),2500,72,4,Upholstered,"Atmospheric completely renovated upholstered 4-room apartment (3 bedrooms), located in a well-maintained building in a cozy, turbulent street with various shops, restaurants, evening shops, Osdorpplein shopping center within walking distance, tram 17 (and tram 1 within walking distance), roads, Schiphol, Sloterplas , train station Lelylaan etc.",01-08-2022,04-09-2022,Specifics are not available,Good,72,Apartment,Existing building,1900,Location type is not available,3,1,1,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/3b0ac50b/amsterdam/amstel-housing-amsterdam/request-details,2022-08-03 17:18:52
amsterdam_1.csv,https://www.pararius.com/apartment-for-rent/amsterdam/f01715f2/prinsengracht,Apartment Prinsengracht 979 hs,1017 KM (Grachtengordel-Zuid),1795,70,3,Upholstered,"Super location 1 bedroom apartment on the bel etage, with a vide for guestbedroom so not ok for sharing.",01-08-2022,01-09-2022,Monumental building,Good,170,Apartment,Existing building,1900,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/f01715f2/amsterdam/allround-housing/request-details,2022-08-03 17:18:54
